Chromosome	Start	Stop	Strand	Gene Symbol	gene_biotype	gene_name	gene_source	TB66RL	TB66RR	TB65RL	TB61RR	TB68RR	TB61RL	TB64RL	TB64RR	TB65RR	TB68RL
4	16011005	16012327	-	Gm11870	processed_pseudogene	Gm11870	havana	1.54489	1.6872	1.94322	1.74803	1.43357	2.00438	1.2667	1.41808	1.79582	1.42437
4	20343706	20347819	+	Gm11872	lncRNA	Gm11872	havana	0.0278507	0.0001	0.0108355	0.0001	0.04387	0.0001	0.0001	0.065834	0.0001	0.0213577
4	19298333	19299185	+	Gm11877	processed_pseudogene	Gm11877	havana	0.611085	0.422042	0.483197	0.3007	0.525698	0.242846	0.249222	0.469628	0.29039	0.531543
4	22519628	22520028	+	Gm11878	processed_pseudogene	Gm11878	havana	0.0206178	0.0404917	0.035872	0.0672258	0.0240147	0.1082	0.0248275	0.0797939	0.0129197	0.0001
4	23260784	23392504	+	Gm11884	lncRNA	Gm11884	havana	0.0001	0.0440349	0.0108355	0.0001	0.0001	0.0317465	0.0109256	0.0001	0.0001	0.0107289
4	23517362	23518441	-	Gm11889	processed_pseudogene	Gm11889	havana	1.77691	1.30936	1.72251	1.70139	1.68101	1.77534	1.47714	1.5265	1.94792	1.6695
4	27867149	27867656	-	Gm11914	processed_pseudogene	Gm11914	havana	0.206356	0.134814	0.246356	0.133623	0.0623058	0.0767594	0.228919	0.105741	0.158164	0.125008
4	33303569	33310138	-	Gm11934	lncRNA	Gm11934	havana	0.0001	0.0352479	0.107455	0.1671	0.0110425	0.0317465	0.0650537	0.0846151	0.0781746	0.074502
11	99387340	99387898	+	Gm11940	lncRNA	Gm11940	havana	0.277607	0.413088	0.311429	0.256167	0.372145	0.337662	0.303217	0.244255	0.546622	0.329594
11	3308996	3320723	+	Gm11944	lncRNA	Gm11944	havana	0.471862	0.492171	0.42952	0.6013	0.558167	0.917848	0.79037	0.572925	0.423934	0.403996
11	3470902	3471378	-	Gm11945	processed_pseudogene	Gm11945	havana	0.00938214	0.0440349	0.0323065	0.0557667	0.021985	0.0318507	0.086705	0.0188811	0.0695472	0.0107289
11	3530157	3536857	+	Gm11946	lncRNA	Gm11946	havana	0.0278507	0.00888698	0.0001	0.0223667	0.0001	0.0001	0.0001	0.0188811	0.022407	0.0001
11	3353573	3354912	-	Gm11948	lncRNA	Gm11948	havana	0.730868	0.509745	0.6657	0.2673	0.470627	0.369309	0.530555	0.619878	0.457394	0.361481
11	3872955	3873776	+	Gm11952	processed_pseudogene	Gm11952	havana	0.0001	0.00888698	0.0001	0.0112333	0.0329275	0.0211977	0.0001	0.0376623	0.0001	0.0107895
11	3951714	3952717	+	Gm11953	processed_pseudogene	Gm11953	havana	0.101456	0.142628	0.0932172	0.111433	0.065755	0.170846	0.0454251	0.0414292	0.0670211	0.141001
11	4129372	4130151	-	Gm11957	processed_pseudogene	Gm11957	havana	0.00935023	0.0528565	0.021571	0.0001	0.0110425	0.0106488	0.0001	0.0001	0.0001	0.0001
11	4561780	4564638	+	Gm11960	transcribed_processed_pseudogene	Gm11960	havana	0.0648516	0.0264609	0.021571	0.0446334	0.021985	0.0001	0.0801853	0.0354874	0.0001	0.0532443
11	4620275	4630012	-	Gm11961	lncRNA	Gm11961	ensembl_havana	2.17391	3.21613	3.27443	3.7743	3.53453	4.29348	2.95549	2.65763	4.05998	3.33756
11	5634139	5634583	+	Gm11964	processed_pseudogene	Gm11964	havana	0.949326	0.633968	0.883683	0.525616	0.895465	0.400134	0.298205	0.676138	0.705405	0.863229
11	6182679	6183035	-	Gm11969	processed_pseudogene	Gm11969	havana	0.120353	0.263709	0.21481	0.3007	0.361202	0.221625	0.378997	0.375723	0.37932	0.265821
11	6781678	6783139	-	Gm11977	processed_pseudogene	Gm11977	havana	0.54183	0.423774	0.408947	0.258037	0.210249	0.297932	0.297473	0.386869	0.281634	0.419889
11	6650148	6660234	-	Gm11978	transcribed_processed_pseudogene	Gm11978	havana	0.0001	0.0001	0.0108355	0.0001	0.0001	0.063393	0.0325769	0.0564434	0.0447141	0.0213577
11	6685824	6686810	+	Gm11980	processed_pseudogene	Gm11980	havana	0.0278507	0.0528219	0.0537775	0.0335	0.109525	0.0528441	0.0650537	0.0001	0.0001	0.117017
11	8884223	8885297	-	Gm11991	processed_pseudogene	Gm11991	havana	0.0463511	0.0616089	0.043042	0.0335	0.13141	0.0422953	0.0650537	0.140959	0.111635	0.0001
11	9048594	9069357	+	Gm11992	protein_coding	Gm11992	ensembl_havana	0.249856	0.413088	0.193339	0.445434	0.284605	0.506444	0.324869	0.291208	0.278938	0.0957597
11	9149778	9150598	-	Gm11993	processed_pseudogene	Gm11993	havana	1.6048	1.76886	1.2238	2.11008	1.60835	2.0579	1.7655	1.53572	1.32474	1.66013
11	12314514	12351029	+	Gm12002	lncRNA	Gm12002	havana	0.0278507	0.0264609	0.043042	0.0446334	0.065755	0.0422953	0.0325769	0.00949057	0.0558676	0.0532443
11	12997666	12998384	+	Gm12004	processed_pseudogene	Gm12004	havana	0.00935023	0.0352479	0.0108355	0.0223667	0.0001	0.0317465	0.0217512	0.0001	0.0335605	0.0001
11	14162079	14162458	+	Gm12005	processed_pseudogene	Gm12005	havana	0.096216	0.0706082	0.10054	0.0308811	0.0759191	0.0135499	0.0001	0.0472072	0.0843704	0.050446
11	15049158	15050258	+	Gm12009	processed_pseudogene	Gm12009	havana	0.0562678	0.0531132	0.0219138	0.0672545	0.0332539	0.0215998	0.0218811	0.00949057	0.0670211	0.0107289
11	17973788	17974791	-	Gm12017	processed_pseudogene	Gm12017	havana	0.0299555	0.0001	0.0323065	0.0001	0.0220283	0.0211977	0.0414681	0.0116654	0.022407	0.0532438
11	18325630	18327672	-	Gm12020	processed_pseudogene	Gm12020	havana	0.203605	0.14954	0.107455	0.1337	0.08764	0.116137	0.0975854	0.16913	0.156249	0.0426154
11	18467479	18493256	-	Gm12022	lncRNA	Gm12022	havana	0.0371009	0.0264609	0.0323065	0.0112333	0.0329275	0.0317465	0.119182	0.0376623	0.0335605	0.0001
11	18577227	18578480	-	Gm12024	processed_pseudogene	Gm12024	havana	0.0463511	0.0001	0.021571	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0319866
11	19383685	19384709	+	Gm12026	processed_pseudogene	Gm12026	havana	0.0001	0.0529593	0.0001	0.0112706	0.0766975	0.0106488	0.0218335	0.0189188	0.022407	0.00940351
11	20335012	20336014	-	Gm12033	processed_pseudogene	Gm12033	havana	0.0122731	0.0229653	0.0279562	0.160218	0.071339	0.0433749	0.0423654	0.0245094	0.0438193	0.0275544
11	20831481	20831920	-	Gm12037	lncRNA	Gm12037	havana	0.0186005	0.0791828	0.043042	0.0335	0.0548125	0.063393	0.0325769	0.0564434	0.0558676	0.0213577
11	21206410	21206947	-	Gm12040	processed_pseudogene	Gm12040	havana	0.0186005	0.0264609	0.0323065	0.0112333	0.0329275	0.0528441	0.0001	0.0001	0.0558676	0.0319866
11	21295560	21295861	+	Gm12042	processed_pseudogene	Gm12042	havana	0.0463511	0.00888698	0.139661	0.0335	0.0001	0.189979	0.108356	0.00949057	0.022407	0.0001
11	21370400	21374162	+	Gm12043	lncRNA	Gm12043	havana	0.0278507	0.0440349	0.0323065	0.0557667	0.13141	0.0422953	0.0542281	0.0376623	0.0447141	0.0638731
11	21491314	21491887	+	Gm12045	processed_pseudogene	Gm12045	havana	0.0371009	0.017674	0.0001	0.0223667	0.0001	0.0001	0.0109256	0.0188811	0.0001	0.0001
11	22758599	22760026	-	Gm12057	processed_pseudogene	Gm12057	havana	0.0556014	0.0791828	0.149162	0.0669	0.04387	0.0528441	0.108356	0.122177	0.127989	0.0001
11	23067998	23075575	+	Gm12059	lncRNA	Gm12059	havana	2.71042	2.32865	3.90782	2.7723	2.23237	2.87993	2.47917	2.20688	2.83309	2.57228
11	26786633	26787635	+	Gm12070	processed_pseudogene	Gm12070	havana	0.141511	0.155525	0.321137	0.405355	0.172196	0.000105915	0.0874853	0.184089	0.0508258	0.277623
11	27883112	27883356	+	Gm12079	processed_pseudogene	Gm12079	havana	0.153542	0.116491	0.0596063	0.0854766	0.113991	0.182155	0.143676	0.0609509	0.149959	0.0792416
11	28751633	28815768	+	Gm12082	lncRNA	Gm12082	havana	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.140833	0.0001	0.0112535	0.0319866
11	29515086	29517356	+	Gm12089	lncRNA	Gm12089	havana	0.00935023	0.0001	0.0537775	0.0112333	0.021985	0.0106488	0.0434025	0.0001	0.0001	0.0001
11	29612324	29645510	-	Gm12092	lncRNA	Gm12092	havana	0.0833521	0.017674	0.021571	0.0112333	0.021985	0.0001	0.108356	0.0470528	0.0112535	0.0532443
11	30528295	30529402	+	Gm12096	processed_pseudogene	Gm12096	havana	0.101853	0.0791828	0.129143	0.111433	0.142352	0.0950394	0.0325769	0.103396	0.0447141	0.117017
11	30572791	30574455	-	Gm12097	processed_pseudogene	Gm12097	havana	1.43048	1.30182	1.47079	1.5831	1.48956	1.90616	1.52865	1.77205	1.23446	1.63774
11	30568182	30568899	-	Gm12098	processed_pseudogene	Gm12098	havana	0.314608	0.37794	0.300694	0.512234	0.35026	0.390407	0.227438	0.535362	0.37932	0.37211
11	30750832	30756148	+	Gm12100	lncRNA	Gm12100	havana	0.0741018	0.00888698	0.0001	0.0780334	0.021985	0.0001	0.0542281	0.00949057	0.022407	0.0213577
11	30754572	30754962	-	Gm12101	processed_pseudogene	Gm12101	havana	0.0469205	0.0352479	0.0611286	0.0226635	0.0670994	0.0001	0.043697	0.0564434	0.022562	0.0754622
11	30822309	30822671	-	Gm12103	processed_pseudogene	Gm12103	havana	0.00935023	0.017674	0.0645129	0.0112333	0.109525	0.0106488	0.0001	0.00949057	0.022407	0.0001
11	30906942	30907921	-	Gm12104	processed_pseudogene	Gm12104	havana	0.425611	0.369153	0.365107	0.579034	0.56911	0.780713	0.822847	0.535362	0.647004	0.478398
11	31120003	31120782	+	Gm12105	processed_pseudogene	Gm12105	havana	0.0186005	0.0352479	0.0323065	0.0557667	0.0001	0.0950394	0.0001	0.0001	0.022407	0.0107289
11	32910373	32910604	+	Gm12112	processed_pseudogene	Gm12112	havana	0.302571	0.451108	0.317447	0.115156	0.377868	0.440636	0.317727	0.416177	0.494717	0.376485
11	33172919	33173366	+	Gm12115	processed_pseudogene	Gm12115	havana	0.230988	0.175642	0.140835	0.238581	0.250478	0.363781	0.131639	0.136301	0.14594	0.120717
11	33275758	33276738	-	Gm12117	protein_coding	Gm12117	havana	0.129603	0.131905	0.0859839	0.189367	0.251777	0.105588	0.227438	0.0282717	0.0893281	0.0319866
11	35792781	35793460	+	Gm12124	processed_pseudogene	Gm12124	havana	0.0001	0.017674	0.021571	0.0780334	0.04387	0.116137	0.0325769	0.00949057	0.0447141	0.0213577
11	38493330	38520014	-	Gm12130	lncRNA	Gm12130	havana	0.0371009	0.0352479	0.0323065	0.0557667	0.0110425	0.0739418	0.0650537	0.0470528	0.0558676	0.0319866
11	39727070	39727713	-	Gm12131	processed_pseudogene	Gm12131	havana	0.471862	0.237348	0.365107	0.178233	0.317432	0.147784	0.086705	0.356942	0.301245	0.265821
11	40672906	40673857	-	Gm12138	processed_pseudogene	Gm12138	ensembl_havana	0.694095	0.755988	0.822162	0.770916	0.583938	0.881995	0.625717	0.772391	0.807301	0.507691
11	43229563	43232265	-	Gm12144	lncRNA	Gm12144	havana	0.0556014	0.0001	0.021571	0.0001	0.065755	0.0001	0.086705	0.00949057	0.0001	0.0001
11	43959089	44134988	+	Gm12153	lncRNA	Gm12153	havana	0.0186005	0.017674	0.0001	0.0001	0.0110425	0.0001	0.0217512	0.00949057	0.022407	0.0001
11	45280594	45280955	-	Gm12161	processed_pseudogene	Gm12161	havana	0.578108	0.583355	0.539224	0.713463	0.673906	0.904864	0.700318	0.678574	0.503546	0.600943
11	46051354	46052322	-	Gm12166	protein_coding	Gm12166	ensembl_havana	0.553845	0.615331	0.471375	0.591574	0.322885	0.831998	0.635027	0.585302	0.429188	0.439111
11	46450980	46451348	-	Gm12168	processed_pseudogene	Gm12168	havana	0.288322	0.231482	0.247785	0.167222	0.058844	0.139448	0.0834952	0.0558282	0.28398	0.0531182
11	46727818	46728631	+	Gm12174	processed_pseudogene	Gm12174	havana	1.44145	1.4215	0.909509	1.88149	1.31492	2.19104	2.12645	1.19215	1.22933	1.08296
11	48289984	48290314	-	Gm12178	processed_pseudogene	Gm12178	havana	0.0371009	0.142186	0.0645129	0.135126	0.0329275	0.063393	0.153498	0.0752246	0.0349699	0.25373
11	48568355	48569016	+	Gm12180	processed_pseudogene	Gm12180	havana	0.0186005	0.017674	0.0108355	0.0112333	0.0110425	0.0422953	0.0109256	0.0001	0.0112535	0.0001
11	48751867	48753715	-	Gm12183	processed_pseudogene	Gm12183	havana	71.8359	58.5755	69.6875	57.4025	62.8606	58.8704	58.85	65.1686	62.4759	60.6672
11	48825346	48826656	-	Gm12184	protein_coding	Gm12184	ensembl_havana	1.62992	1.82517	1.44124	1.28453	1.28601	1.99838	2.05087	1.75194	2.1804	1.56382
11	48904656	48992227	-	Gm12185	protein_coding	Gm12185	ensembl_havana	0.0191009	0.031297	0.0651638	0.0125221	0.04387	0.0001	0.0001	0.0282717	0.0001	0.0001
11	48996674	48997714	-	Gm12186	processed_pseudogene	Gm12186	havana	0.00935023	0.0089238	0.0108539	0.0112333	0.0001	0.0211977	0.0218482	0.0189454	0.0112933	0.0532443
11	49678710	49679058	-	Gm12191	processed_pseudogene	Gm12191	havana	3.23331	2.94946	2.54228	2.87659	3.19161	3.1687	2.7762	2.61625	2.75403	2.47756
11	50599298	50602449	-	Gm12198	lncRNA	Gm12198	havana	0.00935023	0.00888698	0.0645129	0.0112333	0.0548125	0.0001	0.086705	0.0188811	0.0447141	0.0001
11	51099011	51113201	-	Gm12202	unprocessed_pseudogene	Gm12202	havana	0.0001	0.00888698	0.0001	0.0001	0.0110425	0.0001	0.0542281	0.0001	0.0001	0.0319866
11	52000853	52001912	+	Gm12204	lncRNA	Gm12204	havana	0.0278507	0.0703958	0.043042	0.0335	0.0985825	0.0844906	0.0758793	0.0376623	0.0447141	0.0426154
11	52233724	52236620	+	Gm12207	lncRNA	Gm12207	havana	0.453361	0.421875	0.354371	0.2673	0.372145	0.295467	0.389822	0.300598	0.334705	0.287079
11	53783418	53859257	-	Gm12216	protein_coding	Gm12216	havana	0.0556014	0.0703958	0.161132	0.178233	0.0766975	0.0844906	0.0758793	0.0940057	0.18971	0.074502
11	53967063	53967506	-	Gm12219	processed_pseudogene	Gm12219	havana	0.0926023	0.0528219	0.0323065	0.0669	0.153669	0.0106488	0.0542281	0.0188811	0.0447141	0.0319866
11	54158926	54160057	+	Gm12221	processed_pseudogene	Gm12221	havana	0.0556908	0.0001	0.053834	0.0112333	0.0329275	0.0001	0.0001	0.0470528	0.0447141	0.0001
11	54247600	54254496	+	Gm12223	lncRNA	Gm12223	havana	0.0278507	0.0791828	0.0537775	0.0557667	0.0001	0.0317465	0.0434025	0.0188811	0.0447141	0.0319866
11	54401092	54401968	+	Gm12226	processed_pseudogene	Gm12226	havana	0.277078	0.413828	0.267179	0.651732	0.408555	0.418853	0.450995	0.245337	0.297516	0.575299
11	54746357	54746825	-	Gm12229	processed_pseudogene	Gm12229	havana	0.203999	0.167053	0.328939	0.0802781	0.257616	0.275789	0.262082	0.15974	0.327432	0.127646
11	55772088	56070849	+	Gm12239	lncRNA	Gm12239	havana	0.0371009	0.0440349	0.043042	0.0446334	0.021985	0.105588	0.0758793	0.0470528	0.0447141	0.0957597
11	56459349	56460075	+	Gm12241	processed_pseudogene	Gm12241	havana	0.0168281	0.0243277	0.0323065	0.0335	0.0246025	0.0950394	0.0917156	0.119184	0.0001	0.0827274
11	57572512	57574596	+	Gm12243	lncRNA	Gm12243	havana	0.00935023	0.017674	0.0108355	0.0780334	0.04387	0.063393	0.0325769	0.0564434	0.0335605	0.0107289
11	58126068	58128513	+	Gm12246	lncRNA	Gm12246	havana	0.0186005	0.0352479	0.0752484	0.0112333	0.0001	0.0001	0.0001	0.00949057	0.022407	0.0107289
11	58187739	58189013	+	Gm12250	processed_pseudogene	Gm12250	havana	0.0833521	0.017674	0.043042	0.144833	0.0766975	0.0106488	0.0542281	0.0001	0.0447141	0.0319866
11	58392769	58393561	-	Gm12251	processed_pseudogene	Gm12251	havana	0.572363	0.751709	0.507748	1.07866	0.30165	1.27988	1.18827	0.327711	0.609137	0.852335
11	58508791	58509262	-	Gm12254	processed_pseudogene	Gm12254	havana	5.18316	5.64072	5.35561	6.04526	4.832	5.75949	5.15468	5.52425	4.96585	5.03894
11	58847158	58861957	+	Gm12258	protein_coding	Gm12258	ensembl_havana	12.6528	13.4609	14.6103	15.349	14.6478	13.8448	13.3603	12.9962	14.7925	14.7364
11	59577992	59578637	-	Gm12261	processed_pseudogene	Gm12261	havana	0.894371	0.582948	0.58767	0.188275	0.723711	0.39669	0.904192	0.453381	0.64434	0.521571
11	59474284	59475766	-	Gm12263	processed_pseudogene	Gm12263	havana	3.15955	2.81164	3.17691	3.73259	3.00908	3.87919	3.61849	3.46962	3.20237	3.6077
11	60449210	60449971	-	Gm12267	processed_pseudogene	Gm12267	havana	0.00935023	0.0001	0.0323065	0.0223667	0.0001	0.0422953	0.0001	0.0001	0.0001	0.0426154
11	60446743	60447185	+	Gm12268	processed_pseudogene	Gm12268	havana	0.138853	0.0791828	0.043042	0.0001	0.0329275	0.0422953	0.0217512	0.0564434	0.0781746	0.170162
11	62304864	62305171	-	Gm12275	processed_pseudogene	Gm12275	havana	0.0001	0.0440349	0.0323065	0.0335	0.021985	0.105588	0.0650537	0.0376623	0.0335605	0.0107289
11	62331421	62331722	+	Gm12276	processed_pseudogene	Gm12276	havana	1.23038	1.04575	0.934088	1.04663	1.2366	1.11828	0.822847	1.54954	0.914688	1.09487
11	62550047	62551042	-	Gm12279	lncRNA	Gm12279	havana	0.101853	0.0703958	0.0752484	0.0335	0.08764	0.126686	0.162484	0.0282717	0.0893281	0.106389
11	62697218	62697516	+	Gm12281	processed_pseudogene	Gm12281	havana	0.0372497	0.00888698	0.0001	0.0001	0.04387	0.0211977	0.0109256	0.0188811	0.0112535	0.0426154
11	63312310	63313312	-	Gm12286	processed_pseudogene	Gm12286	havana	0.0609959	0.0860249	0.0251748	0.12478	0.179646	0.0635905	0.137707	0.0811548	0.0351184	0.0414624
11	64164573	64182172	+	Gm12290	lncRNA	Gm12290	havana	0.0001	0.0001	0.0001	0.0335	0.0001	0.0001	0.0217512	0.00949057	0.022407	0.0638731
11	65037052	65037542	-	Gm12294	processed_pseudogene	Gm12294	havana	0.342358	0.254922	0.3329	0.245033	0.251777	0.35876	0.0758793	0.375723	0.234324	0.393367
11	66168035	66301238	+	Gm12296	lncRNA	Gm12296	havana	0.462611	0.492171	0.493933	0.5011	0.8755	0.53809	0.530555	0.572925	0.546622	0.627202
11	66563607	66564586	+	Gm12297	processed_pseudogene	Gm12297	havana	0.0371009	0.0001	0.0108355	0.0335	0.0110425	0.0001	0.0001	0.0470528	0.0558676	0.0426154
11	67002086	67011626	+	Gm12299	lncRNA	Gm12299	havana	0.0001	0.017674	0.0108355	0.0112333	0.0110425	0.0001	0.0217512	0.0188811	0.0670211	0.0532443
11	70358138	70358782	+	Gm12312	processed_pseudogene	Gm12312	havana	0.185764	0.160493	0.264459	0.220802	0.176071	0.177434	0.1589	0.233349	0.278094	0.132077
11	70623027	70625562	-	Gm12315	lncRNA	Gm12315	havana	0.0186005	0.0879698	0.0323065	0.1671	0.0001	0.221625	0.0975306	0.0940057	0.0781746	0.0957597
11	70517725	70518044	-	Gm12317	processed_pseudogene	Gm12317	havana	0.0648516	0.017674	0.0001	0.0112333	0.0001	0.0001	0.0109256	0.0282717	0.0335605	0.0319866
11	70654741	70656494	-	Gm12319	lncRNA	Gm12319	havana	0.0001	0.0352479	0.0108355	0.0223667	0.0001	0.0422953	0.0109256	0.0001	0.0447141	0.0001
11	75599763	75599955	-	Gm12338	processed_pseudogene	Gm12338	havana	10.6676	8.09199	10.0821	8.86674	8.72021	8.87813	8.29083	8.53119	9.27925	8.93928
11	75794768	75825242	+	Gm12339	lncRNA	Gm12339	havana	0.111103	0.0791828	0.0645129	0.0223667	0.0766975	0.105588	0.0542281	0.0001	0.0893281	0.0107289
11	77107852	77108181	-	Gm12344	processed_pseudogene	Gm12344	havana	0.0187511	0.0177484	0.064808	0.0001	0.0001	0.0001	0.0219104	0.0096405	0.0226816	0.0001
11	77149628	77150526	+	Gm12345	processed_pseudogene	Gm12345	havana	0.649281	0.61954	0.570165	0.700669	0.625213	0.471611	0.2088	0.733227	0.653223	0.492576
11	77293444	77295899	+	Gm12346	transcribed_processed_pseudogene	Gm12346	havana	105.463	107.336	113.532	111.427	106.824	103.71	105.015	114.019	105.442	109.543
11	100401508	100402253	+	Gm12348	lncRNA	Gm12348	havana	0.00935023	0.0001	0.021571	0.0669	0.0001	0.0001	0.0217512	0.00949057	0.0001	0.0107289
4	34485832	34486294	+	Gm12350	processed_pseudogene	Gm12350	ensembl_havana	0.731507	0.609695	0.615809	0.695678	0.699257	0.999413	0.607898	0.427259	0.730902	0.849844
11	98438037	98439047	+	Gm12352	lncRNA	Gm12352	havana	0.0371009	0.0264609	0.021571	0.0669	0.021985	0.0211977	0.0001	0.0001	0.0112535	0.0107289
4	19605451	19651131	+	Gm12353	protein_coding	Gm12353	havana	0.0186005	0.0539108	0.0108355	0.0223667	0.0110425	0.0106488	0.0001	0.0001	0.022407	0.0213577
11	98624351	98625662	-	Gm12355	processed_pseudogene	Gm12355	havana	1.27503	1.712	1.35461	1.74709	1.62855	1.16891	0.900397	1.05756	1.34814	1.79336
11	98797707	98810088	-	Gm12359	lncRNA	Gm12359	ensembl_havana	0.129603	0.0967568	0.0645129	0.1003	0.164237	0.0317465	0.0434025	0.178521	0.178556	0.191419
4	35202103	35202976	-	Gm12366	processed_pseudogene	Gm12366	havana	0.387002	0.307133	0.234104	0.37478	0.382579	0.531151	0.277503	0.157164	0.407628	0.422173
4	35225897	35262223	+	Gm12367	lncRNA	Gm12367	havana	0.0278507	0.017674	0.0001	0.0223667	0.04387	0.063393	0.0109256	0.0564434	0.0670211	0.0426154
4	36003238	36004180	-	Gm12369	processed_pseudogene	Gm12369	havana	0.240606	0.246135	0.236281	0.2339	0.295547	0.284918	0.314043	0.394504	0.446241	0.255192
4	36952966	36988033	+	Gm12371	lncRNA	Gm12371	havana	0.240606	0.395514	0.257752	0.5345	0.35026	0.200528	0.216612	0.347551	0.256631	0.233935
4	40716595	40716992	-	Gm12390	processed_pseudogene	Gm12390	havana	0.0278507	0.0791828	0.0001	0.0001	0.0001	0.063393	0.0650537	0.122177	0.0001	0.0001
4	42781928	42856772	-	Gm12394	protein_coding	Gm12394	havana	0.0198167	0.0184889	0.0001	0.0118107	0.0001	0.071628	0.0452261	0.0001	0.0598203	0.0001
4	42736593	42738095	+	Gm12395	lncRNA	Gm12395	havana	0.323858	0.228561	0.193339	0.2673	0.251777	0.158332	0.314043	0.16913	0.290091	0.393367
4	40912741	40913356	-	Gm12397	processed_pseudogene	Gm12397	havana	0.33931	0.449224	0.475494	0.441642	0.438541	0.311525	0.367962	0.363108	0.438472	0.42825
4	41168646	41169605	+	Gm12403	processed_pseudogene	Gm12403	havana	1.12863	1.50267	0.697907	1.08003	0.952097	1.19212	1.25587	0.788908	0.903535	1.28619
4	41520694	41525824	+	Gm12404	lncRNA	Gm12404	havana	0.148104	0.105544	0.193339	0.0780334	0.08764	0.0001	0.162484	0.112787	0.0781746	0.106389
4	41642185	41643078	+	Gm12405	lncRNA	Gm12405	havana	0.314608	0.281283	0.204074	0.345233	0.109525	0.327114	0.270741	0.234864	0.178556	0.27645
4	41639378	41641417	+	Gm12406	lncRNA	Gm12406	havana	0.296107	0.263709	0.182603	0.189367	0.197065	0.211077	0.368171	0.272427	0.212017	0.446512
4	45550017	45550500	+	Gm12411	processed_pseudogene	Gm12411	havana	0.0326698	0.0285297	0.0591102	0.0629639	0.0567997	0.086517	0.0001	0.000100018	0.027083	0.0311704
4	84104895	84105903	+	Gm12416	processed_pseudogene	Gm12416	havana	0.00935023	0.0154343	0.0001	0.0335	0.0110425	0.0317465	0.0395976	0.0668076	0.0172017	0.0319866
4	84915896	84916838	+	Gm12418	processed_pseudogene	Gm12418	havana	1.74551	1.57891	1.71005	1.94019	1.94471	1.68386	1.62189	1.27366	1.67857	1.78654
4	84923554	84924190	-	Gm12419	processed_pseudogene	Gm12419	havana	0.0186005	0.000117103	0.0001	0.022445	0.0110425	0.0477154	0.0233902	0.0188811	0.0289968	0.0107289
3	98821038	98821765	+	Gm12428	processed_pseudogene	Gm12428	havana	0.0760886	0.0636066	0.0550549	0.0349837	0.0674469	0.0109463	0.101759	0.077368	0.0697228	0.0875011
4	47453632	47454954	+	Gm12430	processed_pseudogene	Gm12430	havana	2.73847	2.04134	2.91853	2.14561	2.40916	1.90927	1.8783	2.86146	1.99324	2.08867
